time,longitude,latitude,snr_[MJ/m2],tp_[mm],ro_[m],sm_[m3/m3],le_[W/m2],t2m_[K],lai_[m2/m2],evi_[],ndvi_[]
2008-05-25,16.375,63.625,12.401769,0.0004849571,5.684476e-05,0.38316527,49.111474719312454,283.67288,1.6968637257814407,0.28426734,0.61816096
2008-05-26,16.375,63.625,10.896379,0.4276495,5.6839268e-05,0.37985834,49.89322964791898,281.0651,1.7605073750019073,0.2840856,0.62010956
2008-05-27,16.375,63.625,15.0701275,-8.326673e-14,5.672614e-05,0.37768778,50.6749845765255,281.58682,1.824151024222374,0.28390387,0.6220583
2008-05-28,16.375,63.625,15.485932,-8.326673e-14,5.630564e-05,0.37467557,51.456739505132035,283.26434,1.8877946734428406,0.2837221,0.6240069
2008-05-29,16.375,63.625,16.364614,-8.326673e-14,5.6182173e-05,0.3714193,52.238494433738566,284.99988,1.9514383226633072,0.28354037,0.6259555
2008-05-30,16.375,63.625,16.507128,-8.326673e-14,5.59291e-05,0.36764398,53.02024936234509,288.424,2.015081971883774,0.28335863,0.62790424
2008-05-31,16.375,63.625,15.883401,-8.326673e-14,5.5559678e-05,0.36267406,53.802004290951615,288.89252,2.0787256211042404,0.2831769,0.62985295
2008-06-01,16.375,63.625,14.788925,0.94563884,5.5163462e-05,0.3606841,54.58375921955815,288.7261,2.142369270324707,0.28299513,0.6318016
2008-06-02,16.375,63.625,11.447476,-8.326673e-14,5.462761e-05,0.3570703,53.64679420987765,286.57263,1.989917129278183,0.28780097,0.6377635
2008-06-03,16.375,63.625,16.858517,-8.326673e-14,5.4347805e-05,0.35511705,52.70982920019715,289.323,1.837464988231659,0.29306015,0.64409035
2008-06-04,16.375,63.625,15.686238,0.01409939,5.368883e-05,0.35291487,51.77286419051664,291.14944,1.6850128471851349,0.29831934,0.65041703
2008-06-05,16.375,63.625,15.401684,-8.326673e-14,5.3076612e-05,0.34713465,50.835899180836144,292.97006,1.5325607061386108,0.30357856,0.6567438
2008-06-06,16.375,63.625,13.867728,4.3197803,5.3001393e-05,0.3458306,49.898934171155645,291.26743,1.3801085650920868,0.30883777,0.6630707
2008-06-07,16.375,63.625,15.974641,0.01697426,5.1714967e-05,0.34732533,48.96196916147514,289.26685,1.2276564240455627,0.31409705,0.66939753
2008-06-08,16.375,63.625,13.971207,0.85519624,5.119238e-05,0.338948,48.02500415179464,289.7388,1.0752042829990387,0.31935623,0.67572427
2008-06-09,16.375,63.625,10.412528,1.4869201,5.06768e-05,0.33876118,47.08803914211414,284.18732,0.9227521419525146,0.32461548,0.68205106
2008-06-10,16.375,63.625,5.2147956,23.983368,5.599198e-05,0.35949856,47.43242360375545,282.01855,1.0102721154689789,0.32987463,0.6883779
2008-06-11,16.375,63.625,7.503827,5.6524215,5.0926606e-05,0.38167268,47.776808065396764,279.6545,1.0977920889854431,0.33513397,0.6947048
2008-06-12,16.375,63.625,10.640964,1.2877454,4.9231385e-05,0.37895682,48.121192527038076,280.92114,1.1853120625019073,0.3403931,0.7010315
2008-06-13,16.375,63.625,12.335527,1.7008531,4.8770362e-05,0.37789807,48.46557698867939,282.2152,1.2728320360183716,0.3456524,0.70735824
2008-06-14,16.375,63.625,10.88586,1.4088008,4.821426e-05,0.37583065,48.8099614503207,283.70355,1.3603520095348358,0.3509116,0.713685
2008-06-15,16.375,63.625,7.479281,11.027306,5.068459e-05,0.38355032,49.15434591196201,283.11597,1.4478719830513,0.35617083,0.7200119
2008-06-16,16.375,63.625,13.210203,1.0964849,4.7259866e-05,0.3857487,49.49873037360332,285.4248,1.5353919565677643,0.36143002,0.72633874
2008-06-17,16.375,63.625,14.170471,0.6745622,4.6727928e-05,0.37630394,49.843114835244634,285.95624,1.6229119300842285,0.36426696,0.7304177
2008-06-18,16.375,63.625,10.546752,3.1383584,4.6663234e-05,0.37529063,50.462491258426944,285.96042,1.703022301197052,0.36610648,0.7335713
2008-06-19,16.375,63.625,14.314851,0.2894506,4.5550627e-05,0.3717076,51.08186768160925,287.6476,1.7831326723098755,0.36794597,0.7367247
2008-06-20,16.375,63.625,10.243558,3.872376,4.612739e-05,0.36967564,51.70124410479157,287.16513,1.863243043422699,0.36978546,0.7398784
2008-06-21,16.375,63.625,11.818917,2.5064464,4.5212753e-05,0.36966148,52.32062052797388,285.9282,1.9433534145355225,0.37162504,0.7430319
2008-06-22,16.375,63.625,13.308943,0.7566358,4.4222117e-05,0.36422572,52.93999695115619,286.256,2.023463785648346,0.37346455,0.74618536
2008-06-23,16.375,63.625,3.653586,10.683659,4.6700254e-05,0.37109452,53.559373374338506,284.7152,2.1035741567611694,0.37530404,0.74933904
2008-06-24,16.375,63.625,5.271877,8.249241,4.5493725e-05,0.38669538,54.178749797520815,281.8501,2.183684527873993,0.3771436,0.7524924
2008-06-25,16.375,63.625,10.300368,0.4430953,4.2912718e-05,0.38159847,54.798126220703125,282.57428,2.2637948989868164,0.3789831,0.75564605
2008-06-26,16.375,63.625,7.1067333,0.74909484,4.2703836e-05,0.37496197,55.051269354643644,282.79816,2.275718092918396,0.3808226,0.7587996
2008-06-27,16.375,63.625,17.401548,-8.326673e-14,4.2076415e-05,0.3733203,55.30441248858416,284.6616,2.2876412868499756,0.38266218,0.7619531
2008-06-28,16.375,63.625,13.592733,0.027385201,4.175296e-05,0.366291,55.55755562252468,286.6141,2.299564480781555,0.3845017,0.76510656
